"Text","Language"
"Die Kultur Indiens bezieht sich auf","German"
" eine Sammlung kleinerer einzigartiger Kulturen.","German"
" Die Kultur Indiens umfasst","German"
" von Kleidung","German"
"Religionen","German"
" Essen und Kunst in Indien.","German"
"Am bemerkenswertesten","German"
"Indische Kultur war","German"
"von mehreren ausländischen beeinflusst","German"
"Kulturen im Laufe seiner Geschichte.","German"
" Auch die Geschichte","German"
"der indischen Kultur","German"
"ist mehrere Mio","German"
"lennie alt.","German"
"Erstens","German"
"Religionen indischen Ursprungs sind der Hinduismus","German"
" Buddhismus","German"
" All diese Religionen","German"
"basieren auf Karma und Dharma.","German"
"Darüber hinaus sind diese vier","German"
"als indische Religionen bezeichnet.","German"
" Indische Religionen sind ein Hauptfach","German"
" Kategorie der Weltreligionen entlang","German"
" mit abrahamitischen Religionen.","German"
"Auch viele fremde Religionen sind dabei","German"
"auch in Indien präsent.","German"
"Diese fremden Religionen","German"
"schließen abrahamitische Religionen ein.","German"
" Die abrahamitischen Religionen in Indien","German"
" sicherlich sind das Judentum","German"
" Christentum und Islam.","German"
" Neben den abrahamitischen Religionen","German"
"Zoroastrismus und Bahá'í-Glaube sind","German"
"die anderen fremden Religionen","German"
" die es in Indien gibt.","German"
" Folglich ist die Anwesenheit von","German"
" so viele verschiedene Religionen entstanden sind","German"
" zu Toleranz u","German"
" Säkularismus in der indischen Kultur.","German"
"Das gemeinsame Familiensystem ist das","German"
" vorherrschendes System der indischen Kultur.","German"
"Am bemerkenswertesten sind die Familienmitglieder","German"
" bestehen aus Eltern","German"
"Ehegatten der Kinder und Nachkommen.","German"
" Alle diese Familie","German"
"Mitglieder wohnen zusammen.","German"
" Außerdem der Älteste","German"
" Das männliche Mitglied ist das Familienoberhaupt.","German"
"Indien feiert ein riesiges","German"
" Zahl der Feste.","German"
" Diese Feste sind sehr vielfältig","German"
" aufgrund multireligiöser u","German"
" multikulturelle indische Gesellschaft.","German"
" Inder legen großen Wert auf festliche Anlässe.","German"
"Vor allem das ganze Land","German"
"schließt sich den Feierlichkeiten an","German"
" unabhängig von den Unterschieden.","German"
"Traditionelles indisches Essen","German"
" Musik","German"
" und Architektur sehr unterschiedlich","German"
" über verschiedene Regionen hinweg.","German"
" Diese Komponenten werden beeinflusst","German"
" durch verschiedene Faktoren.","German"
" Vor allem diese Faktoren sind","German"
" Geographie","German"
" und ländliche/städtische Umgebung.","German"
"Die indische Kultur war eine Inspiration","German"
" für viele Schriftsteller.","German"
" Indien ist sicherlich ein Symbol","German"
"der Einheit auf der ganzen Welt.","German"
" Die indische Kultur ist sicherlich sehr komplex.","German"
" Außerdem","German"
"Das Konzept der indischen Identität","German"
" bringt gewisse Schwierigkeiten mit sich.","German"
" Aber trotzdem ein typisches","German"
" Indische Kultur existiert.","German"
" Die Entstehung dieses typischen","German"
"Indische Kultur ergibt sich aus einigen","German"
"interne Kräfte.","German"
" Vor allem diese Kräfte","German"
"sind eine robuste Verfassung","German"
"universelles Franchise für Erwachsene","German"
" Politik","German"
"Die Kultur Indiens widerspiegelt","German"
" der Glaube","German"
" und religiöse Neigungen von","German"
" die Menschen in Indien.","German"
"Indien ist ein kulturell vielfältiges Land","German"
" mit jeder Region mit","German"
"seine ganz eigene Kultur","German"
"der größte Krieger seiner Zeit.","German"
" Ein innovativer militärischer Taktiker","German"
"und ein geschickter Administrator","German"
" Er gilt als tapferer Krieger.","German"
" Die großen Qualitäten","German"
"als Anführer und König half ihm beim Aufbau der","German"
"Maratha Empire zu einer mächtigen und massiven Macht.","German"
"Shivaji Bhonsle wurde in geboren","German"
" königliche Familie von Shahaji Bhonsle.","German"
"Er war ein geborener Anführer und ging","German"
"auf","German"
" Maratha Empire das","German"
" erschreckte sogar die mächtigen Moguln.","German"
"Geboren am 16. Februar 1627 in Shivneri","German"
"Shivaji war der stolze Sohn von Shahji.","German"
" Dieser Shivaji Maharaj-Aufsatz","German"
" auf Englisch wird Ihnen von der Herrlichkeit erzählen","German"
" und Tapferkeit des Volkskönigs.","German"
"Shivajis Mutter war Jijabai","German"
"auch sehr stark in der Persönlichkeit.","German"
" Sie war tugendhaft und gab","German"
"die richtige Ausbildung dazu","German"
" ihren Sohn","German"
" Er wuchs mit dem Hören auf","German"
" Tapferkeit und Ruhm der","German"
" Ramayana und Mahabharata.","German"
"Er folgte auch den Lehren","German"
"von diesen beiden Epen aber auch aufgesogen","German"
"die starken belastbaren Eigenschaften","German"
"vom Charakter eines idealen Hindus.","German"
" Verbeugen hat er nie gelernt","German"
"bis auf jede Kraft.","German"
"In diesem Essay von Shivaji Maharaj","German"
"Errungenschaften werden entfaltet.","German"
"Für die Menschen","German"
" wurden vom Mogulreich ruiniert","German"
" die Geburt von Chhatrapati Shivaji Maharaj","German"
" war ein gutes Omen.","German"
" Während der Strapazen von","German"
"der Mogulherrschaft kam er als ein","German"
"Hoffnungsschimmer für die Menschen.","German"
" Maharaj wurde am 18. Februar geboren","German"
"1630 nach dem Julianischen Kalender","German"
" und auf Falgun Krishna","German"
" Tritiya (Falgun Krishna Tritiya)","German"
" nach dem hinduistischen Kalender","German"
" in der Shivneri-Festung in der Stadt Junnar","German"
" in der Nähe des Bezirks Pune nach Shahaji","German"
"Bhosale und Jijabai Bhosale.","German"
"Wir haben einige Informationen bereitgestellt","German"
" über das Geburtsdatum von Shivaji Maharaj","German"
" am Ende dieses Artikels.","German"
"In seiner Kindheit seine Mutter","German"
" Jijamata nannte ihn „Shivba“.","German"
" Er diente dem König von","German"
" Bijapur während seines jungen Lebens.","German"
" Sie sind nicht nur ein „Jahagirdar“","German"
" Er lebte in einer bestimmten Gegend in Pune.","German"
" Jijabai","German"
" war ein zutiefst religiöser und","German"
" ehrgeizige Frau","German"
" war Sindkhed-Führer Lakhujirao Jadhav.","German"
" Die Wahrheit wird triumphieren","German"
"das Ende","German"
"wem das beigebracht wurde","German"
"kämpfen für das","German"
" egal welche herausforderungen","German"
" Ihr Gesicht ist das Wichtigste","German"
" Lektion","German"
"Als Shivaji aufwuchs","German"
" Jijamatas Lehren hatten","German"
" eine tiefgreifende Wirkung auf seinen Geist.","German"
"Betrachten wir die","German"
"Szenario indischer Wahlen","German"
" jede zufällige Person mit genug Macht und","German"
"Geld kann die Wahlen bestreiten.","German"
"Sie müssen nur ein Bürger der sein","German"
" Land und sein","German"
"mindestens 25 Jahre alt.","German"
" Es gibt ein paar","German"
"Klauseln","German"
"Das Seltsamste ist dieser Wettstreit","German"
"für Wahlen nicht erforderlich","German"
" jede Mindestqualifikation.","German"
" So sehen wir","German"
" und unwürdige Kandidaten","German"
"an die Macht kommen und sie dann endlos missbrauchen.","German"
" Ein Land mit ungebildeten Ministern","German"
" sich nicht entwickeln oder gar auf dem richtigen Weg sein können.","German"
"Wir brauchen dringend gebildete Minister in der Regierung.","German"
"Sie sind diejenigen","German"
"das Land Fortschritte","German"
" Dinge besser als die Analphabeten.","German"
" Die Kandidaten müssen gut qualifiziert sein","German"
"um eine große Verantwortung zu übernehmen","German"
" als eine ganze Nation zu regieren.","German"
"Kurz gesagt","German"
"von korrupten und ungebildeten Politikern","German"
"die nicht weniger als fressende Parasiten sind","German"
" weg die entwicklung wachstum von","German"
"Das Land und seine Ressourcen.","German"
" Wir alle müssen uns vereinen","German"
" das Rad und die Arbeit für die","German"
" erfolgreiche Zukunft unseres Landes.","German"
"Die Auflage der Zeitungen begann in","German"
"das 17. Jahrhundert. Verschiedene Länder","German"
" haben unterschiedliche Zeitpläne","German"
" Herausgabe von Zeitungen. 1665","German"
"die 1. echte Zeitung wurde in England gedruckt.","German"
" Die erste amerikanische Zeitung","German"
"mit dem Namen „Öffentlichkeitsereignisse sowohl im Ausland als auch im Inland“","German"
" wurde 1690 gedruckt. In ähnlicher Weise wurde für Großbritannien","German"
"alles beginnt ab 1702 und in Kanada","German"
"Jahr 1752 die erste Zeitung genannt","German"
" Die Halifax Gazette begann mit ihrer Veröffentlichung.","German"
"Im späten 19. Jahrhundert Zeitungen","German"
" wurde sehr häufig und","German"
" waren aufgrund der günstig erhältlich","German"
" Abschaffung der Stempelsteuer auf sie. Aber","German"
" im frühen 20. Jahrhundert Computertechnologie","German"
" begann","German"
"Zeitung ist ein sehr mächtiges Medium","German"
"Verbreitung von Informationen unter Menschen.","German"
" Informationen sind eine sehr wichtige Sache","German"
" wissen","German"
" zu den Geschehnissen um","German"
"unsere Umgebung hilft","German"
" uns in eine bessere Planung und Entscheidung.","German"
"Regierung und andere","German"
"offizielle Ankündigungen","German"
" werden in einer Zeitung gemacht.","German"
" Regierung und Privatsektor","German"
" beschäftigungsbezogene Informationen wie Job","German"
" Stellenangebote und verschiedene wettbewerbsbezogene","German"
"Informationen sind auch","German"
" in der Zeitung veröffentlicht.","German"
"Wettervorhersage","German"
"Wirtschaftsnachrichten","German"
" wirtschaftlich","German"
" sport- und unterhaltungsbezogene alle","German"
" Informationen werden in der Zeitung veröffentlicht.","German"
"Zeitung ist das Ideal","German"
" Quelle der Steigerung","German"
"aktuelle Angelegenheiten. In den meisten Haushalten in","German"
"die aktuelle gesellschaft","German"
" eine Lesezeitung.","German"
"Im Zeitalter der Digitalisierung","German"
" reichlich Daten sind","German"
"im Internet verfügbar.","German"
"Die meisten Nachrichten","German"
" Kanal- und Zeitungsverlage zu bewältigen","German"
" mit dem Trend von","German"
" Digitalisierung eröffnet","German"
"ihre eigene Website und mobile Anwendung.","German"
" Informationen verbreiten sich sofort über soziale Medien","German"
"Medien und Webseiten.","German"
"In diesem aktuellen Szenario","German"
" wo Informationen","German"
"ist nahezu in Echtzeit im Internet verfügbar","German"
" die Zeitung in ihrer ursprünglichen Form scheint","German"
"sich einem Leckerbissen zu stellen","German"
"Existenz. Doch die tägliche","German"
" Wochenzeitungen noch","German"
" behält dabei seine Bedeutung","German"
" digitales Zeitalter.","German"
" Die Zeitung wird noch berücksichtigt","German"
"als authentische Quelle aller Informationen.","German"
"Die meisten Zeitungen haben auch ein Special","German"
" Abteilung für Jugendliche und Schüler","German"
" ihr Talent auszudrücken und zu zeigen.","German"
"Mehrere Artikel zum Quiz","German"
" Kurzgeschichte","German"
"was Zeitung macht","German"
" Artikel interessant","German"
" unter Schülern.","German"
"Es hilft auch beim Einprägen","German"
"die Gewohnheit zu lesen","German"
"die Zeitung von klein auf.","German"
"Zeitungen sind eine gute Quelle für","German"
" Informationen das","German"
"kann zu Hause verfügbar sein.","German"
" Jeder einzelne","German"
" muss sicherstellen","German"
" die Gewohnheit zu lesen","German"
" Zeitungen in ihrem Leben.","German"
" In der heutigen digitalen Welt","German"
"Online-Informationsquelle","German"
"ist leicht verfügbar","German"
" Authentizität und Glaubwürdigkeit","German"
" solcher Informationen sind","German"
" nicht bekannt. Es ist die Zeitung","German"
" die gewährleistet","German"
" uns genau und verifiziert","German"
" Information. Zeitungen sind dauerhaft","German"
" weil sie gewesen sind","German"
" in der Lage","German"
" mit seinen validierten Informationen. Sozial","German"
"Die Zeitung spielt dabei eine wichtige Rolle","German"
" Erziehung und Pflege der","German"
" Moral und Harmonie von","German"
" Gesellschaft in größerem Umfang.","German"
"Einer der bekanntesten","German"
"und angesehene Industrielle in Indien","German"
" Ratan Naval Tata ist der Vorsitzende von","German"
"Tata Sons und Tata Group. Im Alter von 73 Jahren","German"
" Tata leitet eine der größten des Landes","German"
" Konglomerate","German"
" Unternehmen mit einem Gesamtumsatz von ca","German"
" 67 Milliarden US-Dollar. Er ist auch der Vorsitzende","German"
" von großen Tata-Unternehmen wie Tata Steel","German"
" Tata Motors","German"
"Tata Beratungsdienste","German"
" Tata Chemicals und The","German"
"Indisches Hotelunternehmen.","German"
"Tata wurde am 28. Dezember 1937 in geboren","German"
" Mumbai","German"
" Sein Urgroßvater war Jamsedji Tata","German"
" Gründer der Tata-Gruppe. Als kleiner Junge","German"
" Tata hatte einen gestört","German"
"Kindheit nach der Trennung seiner Eltern.","German"
" Er wurde von seiner Großmutter aufgezogen","German"
"Lady Navajbai im Schoß des Luxus im Tata Palace.","German"
" Amerika übte eine besondere Faszination aus","German"
"der Tata-Spross und er ging an die Cornell University","German"
" Architektur und Bauingenieurwesen zu studieren.","German"
" Später betrieb er eine Geschäftsführung","German"
"Kurs von der Harvard University.","German"
"Tata ebnete später seinen Weg zu werden","German"
"der Vorsitzende von Tata Industries","German"
" und war maßgeblich an der Einführung beteiligt","German"
"in einer Vielzahl von Reformen.","German"
"Das stand unter seiner Leitung","German"
" Tata Consultancy Services ging an die Börse","German"
"und Tata Motors wurde in aufgeführt","German"
" die New Yorker Börse geben","German"
"es mehr internationale Macht und Anerkennung.","German"
" Ihm wird die Führung zugeschrieben","German"
" das erfolgreiche Angebot von Tatas für Corus","German"
" ein anglo-niederländischer Stahl- und Aluminiumproduzent","German"
"sowie Jaguar und Land Rover","German"
"Marken der Ford Company.","German"
"Während seiner Amtszeit das Unternehmen","German"
"war Zeuge des Starts von Indien","German"
" erstes wirklich indisches Auto","German"
" Das Auto war die Idee von Tata.","German"
" Im Jahr 2000 wurde die Lebensmittelabteilung von Tata übernommen","German"
"Teefirma Tetley für 70 Mio. GBP.","German"
"Im Jahr 2009-10 die Einnahmen der Gruppe","German"
" sind fast 12-fach gewachsen","German"
"insgesamt 67","German"
" Tata dient auch auf der","German"
" Vorstände von Fiat SpA und Alcoa und","German"
" ist auch international","German"
" Aufsichtsräte der Mitsubishi Corporation","German"
" die American International Group","German"
" JP Morgan Chase","German"
" Temasek Holdings und die Währung","German"
" Behörde von Singapur.","German"
"Im Jahr 2000 wurde er mit geehrt","German"
" Padma Bhushan von der","German"
" Indische Regierung.","German"
" Außerdem wurde ihm ein verliehen","German"
"Ehrendoktor","German"
" in der Betriebswirtschaftslehre","German"
"von der Ohio State University","German"
"eine Ehrendoktorwürde in","German"
"Technologie des Asian Institute","German"
" der Technologie","German"
"und Ehrendoktorwürde in","German"
" Wissenschaft von der University of Warwick.","German"
"Tata hat eine persönliche","German"
" Vermögen von 300 Millionen GBP","German"
"und besitzt weniger als 1 % der","German"
"kolossale Gruppe.","German"
"Mehr als zwei Drittel gehören der Tata Group an","German"
"im Besitz von Wohltätigkeitsorganisationen","German"
"Stiftungen","German"
"Tata setzte perfekt","German"
" Beispiel für Großzügigkeit u","German"
" Führung während der Anschläge vom 26.11.","German"
" Unbewaffnet stand er ganz allein draußen","German"
"Taj Hotel und überwachte die Aktivitäten","German"
" um den Opfern zu helfen. Er stellte seine vor","German"
" menschliche Geste durch den persönlichen Besuch der","German"
" Familien aller 80 Mitarbeiter","German"
" getötet oder verletzt. Er ließ keinen Stein auf dem anderen","German"
" um die Opfer zu entlasten und sogar gebeten","German"
" die Familien und Angehörigen","German"
"was sie von ihm wollten.","German"
"Sein Ruhestand könnte noch ein Jahr entfernt sein","German"
" aber Tata hat angefangen zu kreiden","German"
"Pläne für seine Zeit nach der Pensionierung.","German"
" Er plant","German"
" Zentrum für internationale Standards und Maßstäbe.","German"
"Er hat die Entwicklung von vielen geleitet","German"
"innovative Designs und Produkte","German"
" das berühmteste ist Nano.","German"
"Die Idee von Nano wurde mit ihm geboren","German"
" Sorge um die Sicherheit der Kernenergie","German"
" Familien pendeln auf Zweirädern.","German"
" Er war derjenige","German"
" das Miniaturauto sollte eingebaut werden","German"
"mit nur einem Scheibenwischer.","German"
"Dadurch reduzierte sich der Preis","German"
" und Wartungskosten.","German"
"Englische Grammatik zu unterrichten hilft","German"
" Schüler zu erwerben","German"
"Fähigkeiten im Zuhören","German"
" sprechen","German"
" und Schreiben.","German"
"Ohne Grammatikkenntnisse","German"
"Schüler können nicht sprechen","German"
" oder Englisch richtig schreiben.","German"
" Die Grammatik spielt dabei eine entscheidende Rolle","German"
"jede Sprache lehren und lernen.","German"
" Die Regierung erkannte die Bedeutung von","German"
" Grammatik als Schlüsselelement","German"
" des Sprachunterrichts.","German"
" Grammatik geworden","German"
"ein wichtiger Bestandteil","German"
"der schulische Englischlehrplan","German"
" von der Grundschule bis zur Hochschulbildung.","German"
" Grammatik ist die Basis von","German"
"die englische Sprache","German"
" und es ist eine grundlegende","German"
"Teil des Unterrichts u","German"
" englische Grammatik lernen","German"
" im bhutanischen Klassenzimmer.","German"
"Der Lehrplan für Englisch in der Schule teilt sich auf","German"
" Englisch in vier Schlüsselkompetenzen wie:","German"
"Sprechen und Hören","German"
" Lesen und Literatur und Sprache","German"
"von der Vorschule bis zur zwölften Klasse","German"
"Helfen Sie den Schülern","German"
" Daher wird in diesem Essay erörtert","German"
" Englische Grammatik lehren und lernen","German"
"auf formelle Weise im Klassenzimmer","German"
" den Schülern helfen","German"
" Sprechen","German"
" Natur im weitesten Sinne ist das Natürliche","German"
" physische","German"
"Natur kann sich auf die Phänomene der physischen Welt beziehen","German"
" und auch für das Leben im Allgemeinen.","German"
"Das Studium der Natur ist ein großer","German"
"Obwohl der Mensch Teil der Natur ist","German"
" menschliche Aktivität wird oft als eine von anderen Naturphänomenen getrennte Kategorie verstanden.","German"
"[1] Das Wort Natur ist dem altfranzösischen nature entlehnt und leitet sich vom lateinischen Wort natura ab","German"
"oder ""wesentliche Eigenschaften","German"
" angeborene Veranlagung"" und in der Antike","German"
"bedeutet wörtlich ""Geburt"".","German"
"[2] In der antiken Philosophie wird natura meist als lateinische Übersetzung des griechischen Wortes physis (Ï†ÏÏƒÎ¹Ï‚) verwendet","German"
"die sich ursprünglich auf die intrinsischen Eigenschaften von Pflanzen bezogen","German"
" Tiere und andere Merkmale der Welt entwickeln sich von selbst.","German"
"Das Konzept der Natur als Ganzes","German"
" Erweiterungen des ursprünglichen Begriffs","German"
" es begann mit bestimmten Kernanwendungen des Wortes Ï†ÏÏƒÎ¹Ï‚","German"
" von vorsokratischen Philosophen (obwohl dieses Wort damals eine dynamische Dimension hatte","German"
" besonders für Heraklit)","German"
" und hat seitdem stetig an Aktualität gewonnen.""","German"
"Während des Aufkommens moderner wissenschaftlicher Methoden in den letzten Jahrhunderten","German"
" Natur wurde zur passiven Realität","German"
" von göttlichen Gesetzen organisiert und bewegt.","German"
"[5][6] Mit der industriellen Revolution","German"
" Natur wurde zunehmend als gesehen","German"
"der Teil der Realität","German"
"es wurde daher von einigen Traditionen als heilig angesehen (Rousseau","German"
"amerikanischer Transzendentalismus) oder ein bloßer Anstand für die göttliche Vorsehung","German"
" oder Menschheitsgeschichte (Hegel","German"
"Eine vitalistische Vision der Natur","German"
" wurde zur gleichen Zeit wiedergeboren","German"
"[1] Innerhalb der verschiedenen Verwendungen des Wortes heute","German"
" ""Natur"" bezieht sich oft auf Geologie und Tierwelt.","German"
"Natur kann sich auf den allgemeinen Bereich lebender Pflanzen und Tiere beziehen","German"
" und in einigen Fällen zu den Prozessen","German"
" Objekte – die Art und Weise","German"
" wie das Wetter und die Geologie der Erde.","German"
"Es wird oft als ""natürliche Umgebung"" oder Wildnis bezeichnet - wilde Tiere","German"
" und im Allgemeinen jene Dinge","German"
"oder die trotz menschlicher Eingriffe bestehen bleiben.","German"
"Beispielsweise werden hergestellte Objekte und menschliche Interaktion im Allgemeinen nicht als Teil der Natur angesehen","German"
" es sei denn","German"
"Dieses traditionellere Konzept von natürlichen Dingen","German"
"heute zu finden impliziert eine Unterscheidung zwischen dem Natürlichen und dem Künstlichen","German"
" wobei das künstliche Wesen als das verstanden wird","German"
"Je nach Kontext","German"
" Der Begriff ""natürlich"" könnte auch von dem unnatürlichen oder dem übernatürlichen unterschieden werden.","German"
"[1] Die Erde ist der einzige Planet","German"
" und seine natürlichen Besonderheiten sind Gegenstand vieler wissenschaftlicher Forschungsgebiete.","German"
"Innerhalb des Sonnensystems","German"
" es ist der Sonne am drittnächsten","German"
" Es ist der größte terrestrische Planet und der fünftgrößte insgesamt.","German"
"Seine hervorstechendsten klimatischen Merkmale sind seine zwei großen Polarregionen","German"
" zwei relativ schmale gemäßigte Zonen","German"
"und eine breite äquatoriale tropische bis subtropische Region.","German"
"[7] Die Niederschlagsmenge variiert stark je nach Standort","German"
" von mehreren Metern Wasser pro Jahr auf weniger als einen Millimeter.","German"
"71 Prozent der Erdoberfläche sind von Salzwasserozeanen bedeckt.","German"
"Der Rest besteht aus Kontinenten und Inseln","German"
" mit dem größten Teil des bewohnten Landes in der nördlichen Hemisphäre.","German"
"Die Erde hat sich durch geologische und","German"
" biologische Prozesse","German"
"Die äußere Oberfläche ist in mehrere allmählich wandernde tektonische Platten unterteilt.","German"
"Der Innenraum bleibt aktiv","German"
" mit einer dicken Kunststoffhülle und einem eisengefüllten Kern","German"
"Dieser Eisenkern besteht aus einer festen inneren Phase","German"
" und eine flüssige äußere Phase.","German"
"Konvektive Bewegung im Kern erzeugt elektrische Ströme durch Dynamowirkung","German"
