"Text","Language",,
" 1690 ರಲ್ಲಿ ಮುದ್ರಿಸಲಾಯಿತು. ಹಾಗೆಯೇ","Kannada",,
"ಇದು ಎಲ್ಲಾ 1702 ರಿಂದ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ ಮತ್ತು ಕೆನಡಾದಲ್ಲಿ","Kannada",,
"ವರ್ಷ 1752 ಮೊದಲ ಪತ್ರಿಕೆ ಹೆಸರಿಸಲಾಯಿತು","Kannada",,
" ಹ್ಯಾಲಿಫ್ಯಾಕ್ಸ್ ಗೆಜೆಟ್ ತನ್ನ ಪ್ರಕಟಣೆಯನ್ನು ಪ್ರಾರಂಭಿಸಿತು.","Kannada",,
"19 ನೇ ಶತಮಾನದ ಕೊನೆಯಲ್ಲಿ","Kannada",,
" ತುಂಬಾ ಸಾಮಾನ್ಯವಾಯಿತು ಮತ್ತು","Kannada",,
" ಕಾರಣ ಅಗ್ಗವಾಗಿ ದೊರೆಯುತ್ತಿದ್ದವು","Kannada",,
" ಅವುಗಳ ಮೇಲಿನ ಮುದ್ರಾಂಕ ಶುಲ್ಕ ರದ್ದು. ಆದರೆ","Kannada",,
" 20 ನೇ ಶತಮಾನದ ಆರಂಭದಲ್ಲಿ","Kannada",,
" ಮುದ್ರಣದ ಹಳೆಯ ಕಾರ್ಮಿಕ ವಿಧಾನವನ್ನು ಬದಲಿಸಲು ಪ್ರಾರಂಭಿಸಿತು.","Kannada",,
"ಪತ್ರಿಕೆಯು ಅತ್ಯಂತ ಶಕ್ತಿಶಾಲಿ ಮಾಧ್ಯಮವಾಗಿದೆ","Kannada",,
"ಜನರ ನಡುವೆ ಮಾಹಿತಿಯನ್ನು ಹರಡುವುದು.","Kannada",,
"ಉದ್ಯೋಗದಂತಹ ಉದ್ಯೋಗ ಸಂಬಂಧಿತ ಮಾಹಿತಿ","Kannada",,
" ಖಾಲಿ ಹುದ್ದೆಗಳು ಮತ್ತು ವಿವಿಧ ಸ್ಪರ್ಧಾತ್ಮಕ ಸಂಬಂಧಗಳು","Kannada",,
"ಮಾಹಿತಿ ಕೂಡ","Kannada",,
" ಪತ್ರಿಕೆಯಲ್ಲಿ ಪ್ರಕಟವಾಗಿದೆ.","Kannada",,
"ಹವಾಮಾನ ಮುನ್ಸೂಚನೆ","Kannada",,
"ವ್ಯಾಪಾರ ಸಂಬಂಧಿತ ಸುದ್ದಿ","Kannada",,
" ಆರ್ಥಿಕ","Kannada",,
" ಕ್ರೀಡೆ ಮತ್ತು ಮನರಂಜನೆಗೆ ಸಂಬಂಧಿಸಿದ ಎಲ್ಲಾ","Kannada",,
" ಮಾಹಿತಿಯನ್ನು ಪತ್ರಿಕೆಯಲ್ಲಿ ಪ್ರಕಟಿಸಲಾಗಿದೆ.","Kannada",,
"ಪತ್ರಿಕೆಯೇ ಆದರ್ಶ","Kannada",,
" ಹೆಚ್ಚುತ್ತಿರುವ ಮೂಲ","Kannada",,
"ಪ್ರಚಲಿತ ವಿದ್ಯಮಾನ. ಹೆಚ್ಚಿನ ಮನೆಗಳಲ್ಲಿ","Kannada",,
"ಪ್ರಸ್ತುತ ಸಮಾಜ","Kannada",,
" ಓದುವ ಪತ್ರಿಕೆ.","Kannada",,
"ಡಿಜಿಟಲೀಕರಣದ ಈ ಯುಗದಲ್ಲಿ","Kannada",,
" ಹೇರಳವಾದ ಡೇಟಾ","Kannada",,
"ಅಂತರ್ಜಾಲದಲ್ಲಿ ಲಭ್ಯವಿದೆ.","Kannada",,
"ಹೆಚ್ಚಿನ ಸುದ್ದಿ","Kannada",,
" ನಿಭಾಯಿಸಲು ಚಾನೆಲ್ ಮತ್ತು ಪತ್ರಿಕೆ ಪ್ರಕಾಶನ ಸಂಸ್ಥೆಗಳು","Kannada",,
" ಪ್ರವೃತ್ತಿಯೊಂದಿಗೆ","Kannada",,
" ಡಿಜಿಟಲೀಕರಣವನ್ನು ತೆರೆಯಲಾಗಿದೆ","Kannada",,
"ಅವರ ಸ್ವಂತ ವೆಬ್‌ಸೈಟ್ ಮತ್ತು ಮೊಬೈಲ್ ಅಪ್ಲಿಕೇಶನ್.","Kannada",,
" ಮಾಹಿತಿಯು ಸಾಮಾಜಿಕವಾಗಿ ತಕ್ಷಣವೇ ಹರಡುತ್ತದೆ","Kannada",,
"ಮಾಧ್ಯಮ ಮತ್ತು ವೆಬ್‌ಸೈಟ್‌ಗಳು.","Kannada",,
"ಈ ಪ್ರಸ್ತುತ ಸನ್ನಿವೇಶದಲ್ಲಿ","Kannada",,
" ಅಲ್ಲಿ ಮಾಹಿತಿ","Kannada",,
"ಅಂತರ್ಜಾಲದಲ್ಲಿ ನೈಜ ಸಮಯದಲ್ಲಿ ಬಹುತೇಕ ಲಭ್ಯವಿದೆ","Kannada",,
" ಪತ್ರಿಕೆ ಅದರ ಮೂಲ ರೂಪದಲ್ಲಿ ಕಾಣುತ್ತದೆ","Kannada",,
"ಒಂದು ಚಿಕಿತ್ಸೆ ಎದುರಿಸಲು","Kannada",,
"ಅಸ್ತಿತ್ವ ಆದಾಗ್ಯೂ","Kannada",,
" ಇನ್ನೂ ವಾರದ ಪತ್ರಿಕೆಗಳು","Kannada",,
" ಇದರಲ್ಲಿ ಅದರ ಪ್ರಾಮುಖ್ಯತೆಯನ್ನು ಹಿಡಿದುಕೊಳ್ಳಿ","Kannada",,
" ಡಿಜಿಟಲ್ ಯುಗ.","Kannada",,
" ಪತ್ರಿಕೆಯನ್ನು ಇನ್ನೂ ಪರಿಗಣಿಸಲಾಗುತ್ತದೆ","Kannada",,
"ಯಾವುದೇ ಮಾಹಿತಿಯ ಅಧಿಕೃತ ಮೂಲವಾಗಿ.","Kannada",,
"ಬಹುತೇಕ ಪತ್ರಿಕೆಗಳಲ್ಲಿ ವಿಶೇಷತೆಯೂ ಇದೆ","Kannada",,
" ಯುವ ಮತ್ತು ಶಾಲಾ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ವಿಭಾಗ","Kannada",,
" ತಮ್ಮ ಪ್ರತಿಭೆಯನ್ನು ವ್ಯಕ್ತಪಡಿಸಲು ಮತ್ತು ತೋರಿಸಲು.","Kannada",,
"ರಸಪ್ರಶ್ನೆಯಲ್ಲಿ ಹಲವಾರು ಲೇಖನಗಳು","Kannada",,
" ಸಣ್ಣ ಕಥೆ","Kannada",,
"ಇದು ಪತ್ರಿಕೆ ಮಾಡುತ್ತದೆ","Kannada",,
" ಆಸಕ್ತಿದಾಯಕ ಲೇಖನಗಳು","Kannada",,
"ಶಾಲಾ ವಿದ್ಯಾರ್ಥಿಗಳ ನಡುವೆ.","Kannada",,
"ಇದು ಒಳಗೊಳ್ಳಲು ಸಹ ಸಹಾಯ ಮಾಡುತ್ತದೆ","Kannada",,
"ಓದುವ ಅಭ್ಯಾಸ","Kannada",,
"ಚಿಕ್ಕ ವಯಸ್ಸಿನಿಂದಲೂ ಪತ್ರಿಕೆ.","Kannada",,
"ಪತ್ರಿಕೆಗಳು ಉತ್ತಮ ಮೂಲವಾಗಿದೆ","Kannada",,
" ಎಂಬ ಮಾಹಿತಿ","Kannada",,
"ಮನೆಯಲ್ಲಿ ಲಭ್ಯವಿರಬಹುದು.","Kannada",,
" ಪ್ರತಿಯೊಬ್ಬರೂ ಮತ್ತು ಎಲ್ಲರೂ","Kannada",,
" ಹೀರಿಕೊಳ್ಳುವುದನ್ನು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಬೇಕು","Kannada",,
" ಓದುವ ಅಭ್ಯಾಸ","Kannada",,
" ಅವರ ಜೀವನದಲ್ಲಿ ಪತ್ರಿಕೆಗಳು.","Kannada",,
" ಇಂದಿನ ಡಿಜಿಟಲ್ ಜಗತ್ತಿನಲ್ಲಿ","Kannada",,
"ಮಾಹಿತಿಯ ಆನ್‌ಲೈನ್ ಮೂಲ","Kannada",,
"ಸುಲಭವಾಗಿ ಲಭ್ಯವಿದೆ ಆದರೆ","Kannada",,
" ವಿಶ್ವಾಸಾರ್ಹತೆ ಮತ್ತು ವಿಶ್ವಾಸಾರ್ಹತೆ","Kannada",,
" ಅಂತಹ ಮಾಹಿತಿಗಳೆಂದರೆ","Kannada",,
" ಗೊತ್ತಿಲ್ಲ. ಅದು ಪತ್ರಿಕೆ","Kannada",,
" ಒದಗಿಸುವುದನ್ನು ಖಚಿತಪಡಿಸುತ್ತದೆ","Kannada",,
" ನಮಗೆ ನಿಖರ ಮತ್ತು ಪರಿಶೀಲಿಸಲಾಗಿದೆ","Kannada",,
" ಮಾಹಿತಿ. ಪತ್ರಿಕೆಗಳು ಶಾಶ್ವತ","Kannada",,
" ಏಕೆಂದರೆ ಅವರು ಇದ್ದಾರೆ","Kannada",,
" ಜನರ ನಂಬಿಕೆಯನ್ನು ಗಳಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ","Kannada",,
" ಅದರ ಮೌಲ್ಯೀಕರಿಸಿದ ಮಾಹಿತಿಯೊಂದಿಗೆ. ಸಾಮಾಜಿಕವಾಗಿ","Kannada",,
"ಪತ್ರಿಕೆಯು ಪ್ರಮುಖ ಪಾತ್ರವನ್ನು ವಹಿಸುತ್ತದೆ","Kannada",,
" ಪಾಲನೆ ಮತ್ತು ನಿರ್ವಹಣೆ","Kannada",,
" ನೈತಿಕತೆ ಮತ್ತು ಸಾಮರಸ್ಯ","Kannada",,
" ಹೆಚ್ಚಿನ ಮಟ್ಟಿಗೆ ಸಮಾಜ.","Kannada",,
"ಅತ್ಯಂತ ಪ್ರಸಿದ್ಧವಾದವುಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ","Kannada",,
"ಮತ್ತು ಭಾರತದ ಗೌರವಾನ್ವಿತ ಕೈಗಾರಿಕೋದ್ಯಮಿಗಳು","Kannada",,
" ರತನ್ ನೇವಲ್ ಟಾಟಾ ಅಧ್ಯಕ್ಷರಾಗಿದ್ದಾರೆ","Kannada",,
"ಟಾಟಾ ಸನ್ಸ್ ಮತ್ತು ಟಾಟಾ ಗ್ರೂಪ್. 73 ನೇ ವಯಸ್ಸಿನಲ್ಲಿ","Kannada",,
" ಟಾಟಾ ದೇಶದ ಅತಿ ದೊಡ್ಡ ಸಂಸ್ಥೆಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ","Kannada",,
" ಸುಮಾರು 100 ಅನ್ನು ಒಳಗೊಂಡಿರುವ ಸಂಘಟಿತ ಸಂಸ್ಥೆಗಳು","Kannada",,
" ಒಟ್ಟು ಆದಾಯ ಹೊಂದಿರುವ ಸಂಸ್ಥೆಗಳು","Kannada",,
" USD 67 ಬಿಲಿಯನ್. ಅವರೇ ಅಧ್ಯಕ್ಷರೂ ಆಗಿದ್ದಾರೆ","Kannada",,
" ಪ್ರಮುಖ ಟಾಟಾ ಕಂಪನಿಗಳಾದ ಟಾಟಾ ಸ್ಟೀಲ್","Kannada",,
" ಟಾಟಾ ಮೋಟಾರ್ಸ್","Kannada",,
"ಟಾಟಾ ಕನ್ಸಲ್ಟೆನ್ಸಿ ಸೇವೆಗಳು","Kannada",,
" ಟಾಟಾ ಕೆಮಿಕಲ್ಸ್","Kannada",,
"ಇಂಡಿಯನ್ ಹೋಟೆಲ್ಸ್ ಕಂಪನಿ.","Kannada",,
"ಟಾಟಾ ಅವರು ಡಿಸೆಂಬರ್ 28","Kannada",,
" ಮುಂಬೈ","Kannada",,
" ಅವರ ಮುತ್ತಜ್ಜ ಜೇಮ್ಸೆಡ್ಜಿ ಟಾಟಾ","Kannada",,
" ಟಾಟಾ ಸಮೂಹದ ಸ್ಥಾಪಕರು. ಚಿಕ್ಕ ಹುಡುಗನಾಗಿ","Kannada",,
" ಟಾಟಾ ಗೊಂದಲಕ್ಕೊಳಗಾದರು","Kannada",,
"ಅವನ ಹೆತ್ತವರು ಬೇರ್ಪಟ್ಟ ನಂತರ ಬಾಲ್ಯ.","Kannada",,
" ಅವನು ತನ್ನ ಅಜ್ಜಿಯಿಂದ ಬೆಳೆದನು","Kannada",,
"ಲೇಡಿ","Kannada",,
"ಟಾಟಾ ಪ್ಯಾಲೇಸ್‌ನಲ್ಲಿ ಐಷಾರಾಮಿ ಮಡಿಲಲ್ಲಿ ನವಜಬಾಯಿ.","Kannada",,
" ಅಮೇರಿಕಾ ವಿಶೇಷ ಆಕರ್ಷಣೆಯನ್ನು ಹೊಂದಿತ್ತು","Kannada",,
"ಟಾಟಾ ವಂಶಸ್ಥರು ಮತ್ತು ಅವರು ಕಾರ್ನೆಲ್ ವಿಶ್ವವಿದ್ಯಾಲಯಕ್ಕೆ ಹೋದರು","Kannada",,
" ಆರ್ಕಿಟೆಕ್ಚರ್ ಮತ್ತು ಸ್ಟ್ರಕ್ಚರಲ್ ಇಂಜಿನಿಯರಿಂಗ್ ಅನ್ನು ಅಧ್ಯಯನ ಮಾಡಲು.","Kannada",,
" ನಂತರ ಅವರು ನಿರ್ವಹಣೆಯನ್ನು ಅನುಸರಿಸಿದರು","Kannada",,
"ಹಾರ್ವರ್ಡ್ ವಿಶ್ವವಿದ್ಯಾಲಯದಿಂದ ಕೋರ್ಸ್.","Kannada",,
"ನಂತರ ಟಾಟಾ ಆಗಲು ದಾರಿ ಮಾಡಿಕೊಟ್ಟರು","Kannada",,
"ಟಾಟಾ ಇಂಡಸ್ಟ್ರೀಸ್ ಅಧ್ಯಕ್ಷ","Kannada",,
" ಮತ್ತು ಬರಮಾಡಿಕೊಳ್ಳುವಲ್ಲಿ ಸಹಕಾರಿಯಾಗಿತ್ತು","Kannada",,
"ಸುಧಾರಣೆಗಳ ವ್ಯಾಪಕ ಶ್ರೇಣಿಯಲ್ಲಿ.","Kannada",,
"ಅದು ಅವರ ಉಸ್ತುವಾರಿಯಲ್ಲಿತ್ತು","Kannada",,
" ಟಾಟಾ ಕನ್ಸಲ್ಟೆನ್ಸಿ ಸರ್ವಿಸಸ್ ಸಾರ್ವಜನಿಕವಾಯಿತು","Kannada",,
"ಮತ್ತು ಟಾಟಾ ಮೋಟಾರ್ಸ್ ಅನ್ನು ಪಟ್ಟಿ ಮಾಡಲಾಗಿದೆ","Kannada",,
" ನ್ಯೂಯಾರ್ಕ್ ಸ್ಟಾಕ್ ಎಕ್ಸ್ಚೇಂಜ್ ನೀಡುತ್ತಿದೆ","Kannada",,
"ಇದು ಹೆಚ್ಚು ಅಂತರಾಷ್ಟ್ರೀಯ ಶಕ್ತಿ ಮತ್ತು ಮನ್ನಣೆ.","Kannada",,
" ಮುನ್ನಡೆಸಿದ ಕೀರ್ತಿ ಅವರಿಗೆ ಸಲ್ಲುತ್ತದೆ","Kannada",,
" ಕೋರಸ್‌ಗಾಗಿ ಟಾಟಾಗಳ ಯಶಸ್ವಿ ಬಿಡ್","Kannada",,
" ಆಂಗ್ಲೋ-ಡಚ್ ಸ್ಟೀಲ್ ಮತ್ತು ಅಲ್ಯೂಮಿನಿಯಂ ಉತ್ಪಾದಕ","Kannada",,
"ಹಾಗೆಯೇ ಜಾಗ್ವಾರ್ ಮತ್ತು ಲ್ಯಾಂಡ್ ರೋವರ್","Kannada",,
"ಫೋರ್ಡ್ ಕಂಪನಿಯ ಬ್ರ್ಯಾಂಡ್‌ಗಳು.","Kannada",,
"ಅವರ ಅವಧಿಯಲ್ಲಿ ಕಂಪನಿ","Kannada",,
"ಭಾರತದ ಉಡಾವಣೆಗೆ ಸಾಕ್ಷಿಯಾಯಿತು","Kannada",,
" ಮೊದಲ ನಿಜವಾದ ಭಾರತೀಯ ಕಾರು","Kannada",,
" ಈ ಕಾರು ಟಾಟಾ ಅವರ ಕಲ್ಪನೆಯ ಕೂಸು.","Kannada",,
" 2000 ರಲ್ಲಿ ಟಾಟಾದ ಆಹಾರ ವಿಭಾಗವನ್ನು ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡಿತು","Kannada",,
"70 ಮಿಲಿಯನ್ GBP ಗೆ ಚಹಾ ಸಂಸ್ಥೆ Tetley.","Kannada",,
"2009-10ರಲ್ಲಿ ಗುಂಪಿನ ಆದಾಯ","Kannada",,
" ಸುಮಾರು 12 ಪಟ್ಟು ಬೆಳೆದಿದೆ","Kannada",,
"ಒಟ್ಟು USD 67.4 ಬಿಲಿಯನ್.","Kannada",,
" ಟಾಟಾ ಸಹ ಸೇವೆ ಸಲ್ಲಿಸುತ್ತದೆ","Kannada",,
" ಫಿಯೆಟ್ SpA ಮತ್ತು Alcoa ಮಂಡಳಿಗಳು ಮತ್ತು","Kannada",,
" ಅಂತರಾಷ್ಟ್ರೀಯ ಮಟ್ಟದಲ್ಲಿಯೂ ಇದೆ","Kannada",,
" ಮಿತ್ಸುಬಿಷಿ ಕಾರ್ಪೊರೇಷನ್ ಮಂಡಳಿಗಳು","Kannada",,
" ಅಮೇರಿಕನ್ ಇಂಟರ್ನ್ಯಾಷನಲ್ ಗ್ರೂಪ್","Kannada",,
" ಜೆಪಿ ಮೋರ್ಗಾನ್ ಚೇಸ್","Kannada",,
" ಟೆಮಾಸೆಕ್ ಹೋಲ್ಡಿಂಗ್ಸ್ ಮತ್ತು ಮಾನಿಟರಿ","Kannada",,
" ಸಿಂಗಾಪುರದ ಪ್ರಾಧಿಕಾರ.","Kannada",,
"2000 ರಲ್ಲಿ","Kannada",,
" ಪದ್ಮಭೂಷಣ ಅವರಿಂದ","Kannada",,
" ಭಾರತ ಸರ್ಕಾರ.","Kannada",,
" ಅವರಿಗೆ ಪ್ರಶಸ್ತಿಯನ್ನೂ ನೀಡಲಾಯಿತು","Kannada",,
"ಗೌರವ ಡಾಕ್ಟರೇಟ್","Kannada",,
" ವ್ಯಾಪಾರ ಆಡಳಿತದಲ್ಲಿ","Kannada",,
"ಓಹಿಯೋ ಸ್ಟೇಟ್ ಯೂನಿವರ್ಸಿಟಿಯಿಂದ","Kannada",,
"ನಲ್ಲಿ ಗೌರವ ಡಾಕ್ಟರೇಟ್","Kannada",,
"ಏಷ್ಯನ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ನಿಂದ ತಂತ್ರಜ್ಞಾನ","Kannada",,
" ತಂತ್ರಜ್ಞಾನ","Kannada",,
"ಮತ್ತು ಗೌರವ ಡಾಕ್ಟರೇಟ್","Kannada",,
"ವಾರ್ವಿಕ್ ವಿಶ್ವವಿದ್ಯಾಲಯದಿಂದ ವಿಜ್ಞಾನ.","Kannada",,
"ಟಾಟಾಗೆ ವೈಯಕ್ತಿಕವಿದೆ","Kannada",,
" GBP 300 ಮಿಲಿಯನ್ ಅದೃಷ್ಟ","Kannada",,
"ಮತ್ತು 1% ಕ್ಕಿಂತ ಕಡಿಮೆ ಮಾಲೀಕತ್ವವನ್ನು ಹೊಂದಿದೆ","Kannada",,
"ಬೃಹತ್ ಗುಂಪು.","Kannada",,
"ಟಾಟಾ ಸಮೂಹದ ಮೂರನೇ ಎರಡರಷ್ಟು","Kannada",,
"ದತ್ತಿ ಒಡೆತನದಲ್ಲಿದೆ","Kannada",,
"ಒಳ್ಳೆಯ ಕಾರಣಗಳಿಗೆ ಹಣಕಾಸು ಒದಗಿಸುವ ನಂಬಿಕೆ.","Kannada",,
"ಟಾಟಾ ಪರಿಪೂರ್ಣತೆಯನ್ನು ಹೊಂದಿಸಿದೆ","Kannada",,
" ಉದಾರತೆಯ ಉದಾಹರಣೆ ಮತ್ತು","Kannada",,
" 26/11 ದಾಳಿಯ ಸಮಯದಲ್ಲಿ ನಾಯಕತ್ವ.","Kannada",,
" ನಿರಾಯುಧನಾದ ಅವನು ಹೊರಗೆ ಏಕಾಂಗಿಯಾಗಿ ನಿಂತಿದ್ದನು","Kannada",,
"ತಾಜ್ ಹೋಟೆಲ್ ಮತ್ತು ಚಟುವಟಿಕೆಗಳ ಮೇಲ್ವಿಚಾರಣೆ","Kannada",,
" ಸಂತ್ರಸ್ತರಿಗೆ ಸಹಾಯ ಮಾಡಲು. ಅವನು ತನ್ನನ್ನು ಪ್ರದರ್ಶಿಸಿದನು","Kannada",,
" ವೈಯಕ್ತಿಕವಾಗಿ ಭೇಟಿ ನೀಡುವ ಮೂಲಕ ಮಾನವೀಯ ಸೂಚಕ","Kannada",,
" ಎಲ್ಲಾ 80 ಉದ್ಯೋಗಿಗಳ ಕುಟುಂಬಗಳು","Kannada",,
" ಕೊಲ್ಲಲ್ಪಟ್ಟರು ಅಥವಾ ಗಾಯಗೊಂಡರು. ಅವರು ಯಾವುದೇ ಕಲ್ಲನ್ನು ಬಿಡಲಿಲ್ಲ","Kannada",,
" ಸಂತ್ರಸ್ತರಿಗೆ ಪರಿಹಾರ ಒದಗಿಸಲು ಮತ್ತು ಕೇಳಿದರು","Kannada",,
" ಕುಟುಂಬಗಳು ಮತ್ತು ಅವಲಂಬಿತರು","Kannada",,
"ಅವರು ಏನು ಮಾಡಬೇಕೆಂದು ಅವರು ಬಯಸಿದ್ದರು.","Kannada",,
"ಅವರ ನಿವೃತ್ತಿಗೆ ಇನ್ನೂ ಒಂದು ವರ್ಷ ಬಾಕಿ ಇರಬಹುದು.","Kannada",,
" ಆದರೆ ಟಾಟಾ ಚಾಲ್ಕಿಂಗ್ ಆರಂಭಿಸಿದೆ","Kannada",,
"ಅವರ ನಿವೃತ್ತಿಯ ನಂತರದ ಯೋಜನೆಗಳನ್ನು ಹೊರತಂದರು.","Kannada",,
" ಅವರು ವಿನ್ಯಾಸವನ್ನು ಸ್ಥಾಪಿಸಲು ಯೋಜಿಸಿದ್ದಾರೆ","Kannada",,
" ಅಂತರಾಷ್ಟ್ರೀಯ ಮಾನದಂಡಗಳು ಮತ್ತು ಪ್ರಮಾಣದ ಕೇಂದ್ರ.","Kannada",,
"ಅವರು ಅನೇಕರ ಅಭಿವೃದ್ಧಿಗೆ ಕಾರಣರಾದರು","Kannada",,
"ನವೀನ ವಿನ್ಯಾಸಗಳು ಮತ್ತು ಉತ್ಪನ್ನಗಳು","Kannada",,
" ಅತ್ಯಂತ ಪ್ರಸಿದ್ಧವಾದದ್ದು ನ್ಯಾನೋ.","Kannada",,
"ನ್ಯಾನೋ ಕಲ್ಪನೆ ಹುಟ್ಟಿದ್ದು ಅವನ ಜೊತೆ","Kannada",,
" ಪರಮಾಣು ಸುರಕ್ಷತೆಯ ಬಗ್ಗೆ ಕಾಳಜಿ","Kannada",,
" ದ್ವಿಚಕ್ರ ವಾಹನಗಳಲ್ಲಿ ಸಂಚರಿಸುವ ಕುಟುಂಬಗಳು.","Kannada",,
" ಎಂದು ಸಲಹೆ ನೀಡಿದವರು ಅವರೇ","Kannada",,
" ಮಿನಿಯೇಚರ್ ಕಾರನ್ನು ಅಳವಡಿಸಬೇಕು","Kannada",,
"ಕೇವಲ ಒಂದು ವಿಂಡ್‌ಸ್ಕ್ರೀನ್ ವೈಪರ್‌ನೊಂದಿಗೆ.","Kannada",,
"ಇದು ಅದರ ಬೆಲೆಯನ್ನು ಕಡಿಮೆ ಮಾಡಿತು","Kannada",,
" ಮತ್ತು ನಿರ್ವಹಣೆ ವೆಚ್ಚ.","Kannada",,
"ಇಂಗ್ಲಿಷ್ ವ್ಯಾಕರಣವನ್ನು ಕಲಿಸುವುದು ಸಹಾಯ ಮಾಡುತ್ತದೆ","Kannada",,
" ಪಡೆಯಲು ವಿದ್ಯಾರ್ಥಿಗಳು","Kannada",,
"ಕೇಳುವ ಕೌಶಲ್ಯ","Kannada",,
" ಮಾತನಾಡುವುದು","Kannada",,
" ಮತ್ತು ಬರವಣಿಗೆ.","Kannada",,
"ವ್ಯಾಕರಣದ ಅರಿವಿಲ್ಲದೆ","Kannada",,
"ವಿದ್ಯಾರ್ಥಿಗಳು ಮಾತನಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ","Kannada",,
" ಅಥವಾ ಇಂಗ್ಲಿಷ್ ಅನ್ನು ಸರಿಯಾಗಿ ಬರೆಯಿರಿ.","Kannada",,
" ವ್ಯಾಕರಣವು ಪ್ರಮುಖ ಪಾತ್ರವನ್ನು ವಹಿಸುತ್ತದೆ","Kannada",,
"ಯಾವುದೇ ಭಾಷೆಯನ್ನು ಕಲಿಸುವುದು ಮತ್ತು ಕಲಿಯುವುದು.","Kannada",,
